Name	MOA	Target	Disease Area	Indication	Id	Phase
indoprofen	cyclooxygenase inhibitor, prostanoid receptor antagonist	CXCR1, CXCR2, PTGS1, PTGS2			BRD-A44090213-001-25-6, BRD-A44090213-001-25-6, BRD-A44090213-001-25-6, BRD-A44090213-001-25-6, BRD-A44090213-001-27-9	Withdrawn
indoramin	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2B, ADRA2C	urology, cardiology	benign prostatic hyperplasia (BPH), hypertension	BRD-K76953762-001-09-9, BRD-K76953762-001-09-9, BRD-K76953762-001-08-5	Launched
indoximod	indoleamine 2,3-dioxygenase inhibitor	IDO1			BRD-K93255255-001-02-1, BRD-K93255255-001-02-1, BRD-K93255255-001-02-1, BRD-K93255255-001-03-9	Phase 2
ingenol	PKC activator	PRKCD, PRKCE	dermatology	keratosis	BRD-K00003329-001-01-9	Launched
ingenol-mebutate	PKC activator	PRKCA, PRKCB, PRKCD, PRKCE, PRKCG	dermatology	actinic keratosis (AK)	BRD-K93779381-001-02-9, BRD-K93779381-001-02-9, BRD-K93779381-001-01-9, BRD-K93779381-001-01-9, BRD-K93779381-001-01-9, BRD-K93779381-001-01-9	Launched
INH1	Hec1 inhibitor	NDC80			BRD-K70177501-003-01-4, BRD-K70177501-003-01-4, BRD-K70177501-003-01-4, BRD-K70177501-003-02-9	Preclinical
inimur	other antifungal				BRD-A71407503-001-02-6, BRD-A71407503-001-01-8	Launched
iniparib	PARP inhibitor	PARP1			BRD-K11153516-001-05-5, BRD-K11153516-001-05-5, BRD-K11153516-001-05-5	Phase 3
inositol	insulin sensitizer	CDIPT	obstetrics/gynecology	polycystic ovary syndrom (PCOS)	BRD-K52618540-001-10-9, BRD-K52618540-001-09-9	Launched
inositol-hexanicotinate			dermatology, cardiology, rheumatology, neurology/psychiatry	statis dermatitis, claudication, Raynaud's disease, hypertension, insomnia, atherosclerosis, restless leg syndrome, schizophrenia, psoriasis, acne vulgaris (AV)	BRD-K82800842-001-02-9, BRD-K82800842-001-02-9, BRD-K82800842-001-01-9	Launched
INS316	purinergic receptor antagonist				BRD-A29125379-314-01-7	Phase 2
INT-747	FXR agonist				BRD-K30968378-001-02-9, BRD-K30968378-001-01-9	Phase 3
INT-767	FXR agonist	GPBAR1			BRD-K33067152-236-01-1, BRD-K33067152-236-01-1	Phase 1
integrin-antagonist-1	integrin antagonist	ITGAV, ITGB6			BRD-K88165431-003-01-4, BRD-K88165431-003-01-4	Phase 1
INX-08189	antiviral				BRD-K00004752-001-01-9	Phase 2
iobenguane	antineoplastic agent		oncology, cardiology, endocrinology	neuroblastoma, congestive heart failure, pheochromocytoma	BRD-K43860855-065-10-1, BRD-K43860855-065-10-1, BRD-K43860855-065-11-9	Launched
iocetamic-acid	radiopaque medium		radiology	contrast agent	BRD-A37492983-001-10-3	Launched
iodipamide	radiopaque medium	ALB	radiology	contrast agent	BRD-K67261995-001-12-9, BRD-K67261995-001-11-7	Launched
iodixanol	radiopaque medium		radiology	contrast agent	BRD-A08660406-001-06-7, BRD-A08660406-001-05-9, BRD-A08660406-001-07-9	Launched
iodoantipyrine					BRD-K69216798-001-01-9	Preclinical
iododexetimide	acetylcholine receptor antagonist				BRD-A46813902-001-02-9, BRD-A46813902-001-01-6	Phase 2
iodophenpropit	histamine receptor antagonist	HRH3, HRH4			BRD-K51918615-303-02-9	Preclinical
iodoquinol	antiseptic		infectious disease	amebiasis	BRD-K75855670-001-15-9, BRD-K75855670-001-15-9, BRD-K75855670-001-14-2, BRD-K75855670-001-14-2	Launched
iohexol	radiopaque medium		radiology	contrast agent	BRD-A60217728-001-11-2, BRD-A60217728-001-12-9	Launched
iopamidol	radiopaque medium		radiology	contrast agent	BRD-K75868704-001-06-9, BRD-K75868704-001-05-3	Launched
iopanic-acid	thyroid hormone inhibitor				BRD-A42628519-001-12-4, BRD-A42628519-001-13-9	Withdrawn
iopodic-acid			radiology	contrast agent	BRD-K51956333-001-03-8, BRD-K51956333-001-03-8, BRD-K51956333-003-04-9	Launched
iopromide	radiopaque medium		radiology	contrast agent	BRD-A72075775-001-10-4, BRD-A72075775-001-11-2, BRD-A72075775-001-12-9	Launched
iothalamic-acid-d3	radiopaque medium				BRD-K98250023-001-01-0	Preclinical
ioversol	radiopaque medium		radiology	contrast agent	BRD-A65818372-001-05-3, BRD-A65818372-001-06-9	Launched
IOWH032	CFTR channel antagonist	CFTR			BRD-K84892605-001-02-9, BRD-K84892605-001-01-1, BRD-K84892605-001-01-1, BRD-K84892605-001-01-1	Phase 2
ioxaglic-acid	radiopaque medium		radiology	contrast agent	BRD-K79124250-001-08-9, BRD-K79124250-001-09-9	Launched
ioxilan	radiopaque medium		radiology	angiography	BRD-A09370961-001-02-9, BRD-A09370961-001-02-9, BRD-A09370961-001-01-0	Launched
IOX1	histone demethylase inhibitor	EGLN1, KDM3A, KDM4C, KDM6B			BRD-K70751730-001-11-2, BRD-K70751730-001-10-4	Preclinical
IOX2	hypoxia inducible factor inhibitor	EGLN1, KDM2A, KDM5C			BRD-K98251413-001-07-9, BRD-K98251413-001-06-5, BRD-K98251413-001-06-5, BRD-K98251413-001-04-0, BRD-K98251413-001-04-0	Preclinical
IPA-3	p21 activated kinase inhibitor	PAK1			BRD-K38727704-001-02-4, BRD-K38727704-001-01-6, BRD-K38727704-001-04-9, BRD-K38727704-001-03-2	Preclinical
IPAG					BRD-K82421491-001-04-9, BRD-K82421491-001-02-6, BRD-K82421491-001-02-6, BRD-K82421491-001-02-6	Preclinical
ipidacrine	acetylcholinesterase inhibitor	ACHE			BRD-K66896231-001-08-1, BRD-K66896231-001-08-1	Phase 3
IPI549	PI3K inhibitor				BRD-K00003385-001-01-9	Phase 2
ipragliflozin-L-proline	sodium/glucose cotransporter inhibitor	SLC5A2	endocrinology	diabetes mellitus	BRD-K51247865-001-01-2, BRD-K51247865-001-01-2, BRD-K51247865-001-02-9	Launched
ipratropium	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	pulmonary	bronchospasm, chronic obstructive pulmonary disease (COPD), bronchitis, emphysema	BRD-K01826778-004-06-9	Launched
ipriflavone	bone resorption inhibitor		orthopedics	osteoporosis	BRD-K93618743-001-22-9, BRD-K93618743-001-21-0, BRD-K93618743-001-20-2	Launched
iproniazid	monoamine oxidase inhibitor	MAOA, MAOB			BRD-K88568253-011-19-9, BRD-K88568253-011-20-9, BRD-K88568253-011-20-9	Withdrawn
ipsapirone	serotonin receptor agonist	HTR1A			BRD-K90574421-001-03-5, BRD-K90574421-001-04-9	Phase 3
irbesartan	angiotensin receptor antagonist	AGTR1, JUN, SLC10A1	cardiology, nephrology	hypertension, diabetic nephropathy	BRD-K60038276-001-09-0, BRD-K60038276-001-09-0, BRD-K60038276-001-12-9, BRD-K60038276-001-12-9, BRD-K60038276-001-08-2	Launched
irganox-1010	antioxidant				BRD-K00004549-001-01-9	Preclinical
iRGD-peptide	integrin signaling activator				BRD-K00003335-001-01-9	Preclinical
IRL-2500	endothelin receptor antagonist	EDNRB			BRD-K98357249-001-03-9, BRD-K98357249-001-02-9	Preclinical
irosustat	steroid sulfatase inhibitor	CA2, STS			BRD-K87777313-001-02-2	Phase 2
irsogladine	phosphodiesterase inhibitor	PDE4A	gastroenterology	peptic ulcer disease (PUD)	BRD-K74195153-050-13-9, BRD-K74195153-050-12-1, BRD-K74195153-050-12-1, BRD-K74195153-050-14-9, BRD-K74195153-001-04-1	Launched
isavuconazole	cytochrome P450 inhibitor	CYP3A4			BRD-A17009129-001-01-3	Phase 3
isaxonine	nerve growth factor agonist				BRD-K95957366-001-02-6, BRD-K95957366-001-03-9	Withdrawn
isbufylline	phosphodiesterase inhibitor				BRD-K06762493-001-10-9, BRD-K06762493-001-08-1, BRD-K06762493-001-08-1	Phase 2
isepamicin	protein synthesis inhibitor		infectious disease	pneumonia, peritonitis	BRD-K74759733-001-01-9, BRD-K74759733-065-01-4	Launched
ISO-1	macrophage migration inhibiting factor inhibitor	MIF			BRD-A94055480-001-01-5, BRD-A94055480-001-02-9	Preclinical
isobutamben	local anesthetic				BRD-K96714749-001-01-0, BRD-K96714749-001-02-9	Preclinical
isobutyramide	gene expression stimulant	HBE1, HBG1			BRD-K54057105-001-01-2	Phase 2
isocarboxazid	monoamine oxidase inhibitor	MAOA, MAOB	neurology/psychiatry	depression	BRD-K93332168-001-11-5, BRD-K93332168-001-11-5, BRD-K93332168-001-11-5, BRD-K93332168-001-10-7, BRD-K93332168-001-10-7	Launched
isoconazole	fungal lanosterol demethylase inhibitor	CYP17A1	infectious disease	gram-positive bacterial infections	BRD-K01825590-008-03-9, BRD-K01825590-008-02-9	Launched
isodibut	aldehyde reductase inhibitor				BRD-K60241851-001-11-9, BRD-K60241851-001-11-9, BRD-K60241851-001-10-1	Phase 2
isoetharine	adrenergic receptor agonist		pulmonary	bronchospasm, asthma	BRD-A24587114-066-21-7, BRD-A24587114-066-22-5, BRD-A24587114-066-24-1, BRD-A24587114-066-23-3	Launched
isofloxythepin	dopamine receptor antagonist				BRD-A07704283-001-01-3, BRD-A07704283-001-01-3, BRD-A07704283-001-01-3	Phase 2
isoflupredone-acetate		NR3C1			BRD-K29173907-001-09-2, BRD-K29173907-001-09-2, BRD-K29173907-001-10-9	Preclinical
isoflurane	inhaled anaesthetic	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GLRA1, GLRB, KCNK10, KCNK18, KCNK2, KCNK3, KCNK9	neurology/psychiatry	general anaesthetic	BRD-A31564021-001-02-6, BRD-A31564021-001-01-8	Launched
isoflurophate	cholinesterase inhibitor	ACHE, BCHE	ophthalmology	glaucoma	BRD-K56575995-001-03-0, BRD-K56575995-001-03-0, BRD-K56575995-001-02-2	Launched
isoguvacine	benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRR1, GABRR2, GABRR3			BRD-K66480997-003-10-0, BRD-K66480997-003-10-0, BRD-K66480997-003-11-9	Preclinical
isoleucine					BRD-A02232681-001-01-8	Launched
isoliquiritigenin	guanylate cyclase activator	GABBR1			BRD-K33583600-001-16-1, BRD-K33583600-001-16-1	Preclinical
isoniazid	FABI inhibitor	CYP1A2, CYP2C19, CYP2C8, CYP2E1, CYP3A4	infectious disease	tuberculosis	BRD-K87202646-001-39-9, BRD-K87202646-061-05-6, BRD-K87202646-001-32-6, BRD-K87202646-001-33-4, BRD-K87202646-061-04-9	Launched
isopentyl-4-methoxycinnamate			dermatology	sunscreen lotion	BRD-K37851352-001-01-0, BRD-K37851352-001-02-9	Launched
isoprenaline	adrenergic receptor agonist	ADRB1, ADRB2, ADRB3	cardiology, pulmonary	bradycardia, heart block, asthma	BRD-A04322457-003-18-7, BRD-A04322457-003-18-7, BRD-A04322457-003-15-3, BRD-A04322457-003-17-9, BRD-A04322457-003-16-1	Launched
isopropamide-iodide	acetylcholine receptor antagonist	CHRM3, CHRM4	gastroenterology	peptic ulcer disease (PUD), gastrointestinal acidosis	BRD-K14127446-005-23-9, BRD-K14127446-005-23-9, BRD-K14127446-005-22-7, BRD-K14127446-005-22-7, BRD-K14127446-005-22-7	Launched
isopropyl-myristate			dermatology	cosmetic	BRD-K13409143-001-02-7, BRD-K13409143-001-01-9, BRD-K13409143-001-01-9	Launched
isopropyl-palmitate	cosmetic moisturizer		dermatology	cosmetic	BRD-K30758549-001-02-6, BRD-K30758549-001-01-8	Launched
isoquercitrin	antioxidant				BRD-K73991644-001-07-9	Phase 2/Phase 3
Isoquinoline,-6,7-dimethoxy-1-methyl-1,2,3,4-tetrahydro,					BRD-K01826521-001-11-9, BRD-K01826521-003-10-9	Preclinical
isosorbide-dinitrate	nitric oxide stimulant	GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3, NPR1	cardiology	angina pectoris, coronary artery disease (CAD)	BRD-K55853390-001-13-2, BRD-K55853390-001-12-4, BRD-K55853390-001-12-4	Launched
isosorbide-mononitrate	nitric oxide stimulant	GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3	cardiology	angina pectoris, coronary artery disease (CAD)	BRD-K82225283-001-03-1, BRD-K82225283-001-04-9, BRD-K82225283-001-04-9	Launched
isosteviol					BRD-A96529864-001-01-3	Phase 2
isotiquimide					BRD-A02933148-001-01-8, BRD-A02933148-001-01-8	Phase 1
isovaleramide	alcohol dehydrogenase inhibitor				BRD-K90069354-001-04-5, BRD-K90069354-001-01-1, BRD-K90069354-001-02-9, BRD-K90069354-001-03-7, BRD-K90069354-001-03-7	Phase 2
isoxepac	anti-inflammatory agent				BRD-K92116564-001-01-4	Phase 2
isoxicam	cyclooxygenase inhibitor	PTGS1, PTGS2			BRD-A75552914-001-16-8, BRD-A75552914-001-15-0, BRD-A75552914-001-17-6	Withdrawn
isoxsuprine	adrenergic receptor agonist	ADRB2	rheumatology, cardiology	Raynaud's disease, arteriosclerosis, Buerger's disease	BRD-K00003690-003-01-9, BRD-K00003690-003-01-9	Launched
ispinesib	kinesin inhibitor	KIF11			BRD-K64881305-001-06-0, BRD-K64881305-001-05-2, BRD-K64881305-001-05-2, BRD-K64881305-001-05-2, BRD-K64881305-001-05-2, BRD-K64881305-001-03-7, BRD-K64881305-001-03-7, BRD-K64881305-001-03-7	Phase 2
isradipine	calcium channel blocker	CACNA1D, CACNA1F, CACNA2D1	cardiology	hypertension	BRD-A90799790-001-20-7, BRD-A90799790-001-19-9, BRD-A90799790-001-16-5, BRD-A90799790-001-16-5, BRD-A90799790-001-16-5, BRD-A90799790-001-17-3	Launched
ISRIB	eukaryotic translation initiation factor inhibitor, PERK inhibitor	EIF2A, EIF2AK3			BRD-K12826175-001-02-4, BRD-K12826175-001-02-4, BRD-K12826175-001-02-4	Preclinical
istaroxime	ATPase inhibitor	ATP1A1			BRD-K95412502-003-01-5, BRD-K95412502-003-01-5, BRD-K95412502-003-01-5, BRD-K95412502-003-01-5, BRD-K95412502-003-02-9	Phase 2
istradefylline	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3	neurology/psychiatry	Parkinson's Disease, dyskinesia	BRD-K87774949-001-05-4, BRD-K87774949-001-07-0, BRD-K87774949-001-06-2, BRD-K87774949-001-03-9, BRD-K87774949-001-03-9, BRD-K87774949-001-04-7, BRD-K87774949-001-04-7	Launched
ISX-9	neural stem cell inducer	NEUROD1			BRD-K53903639-001-04-7, BRD-K53903639-001-01-3, BRD-K53903639-001-01-3, BRD-K53903639-001-01-3, BRD-K53903639-001-01-3, BRD-K53903639-001-01-3	Preclinical
itacitinib	JAK inhibitor	JAK1			BRD-K67482377-001-01-8, BRD-K67482377-001-01-8	Phase 3
ITD-1	TGF beta receptor inhibitor	TGFBR2			BRD-A56690687-001-02-9, BRD-A56690687-001-01-6	Preclinical
ITE	aryl hydrocarbon receptor agonist	AHR			BRD-K60298136-001-03-3, BRD-K60298136-001-04-1, BRD-K60298136-001-04-1	Preclinical
ITI214	phosphodiesterase inhibitor	PDE1A			BRD-K77987496-011-01-9, BRD-K77987496-011-01-9, BRD-K77987496-011-01-9	Phase 1/Phase 2
itopride	dopamine receptor antagonist	CHRM3, DRD2	gastroenterology, neurology/psychiatry	dyspepsia, gastroparesis, heartburn, nausea, vomiting, anorexia	BRD-K96740444-003-09-9, BRD-K96740444-003-09-9, BRD-K96740444-001-02-1, BRD-K96740444-001-02-1, BRD-K96740444-001-02-1	Launched
itraconazole	cytochrome P450 inhibitor		infectious disease	onychomycosis, histoplasmosis, blastomycosis, aspergillosis	BRD-K00004318-001-01-9	Launched
ITX3	GEF inhibitor	TRIO			BRD-K36515744-001-03-5, BRD-K36515744-001-02-7	Preclinical
ITX5061	SR-BI inhibitor				BRD-K76911699-003-03-9	Phase 1
IT1t	CC chemokine receptor antagonist	CXCR4			BRD-K73499906-300-02-9, BRD-K73499906-300-01-0	Preclinical
IU1	ubiquitin C-terminal hydrolase inhibitor	USP14			BRD-K45841694-001-12-5, BRD-K45841694-001-11-7, BRD-K45841694-001-10-9	Preclinical
ivabradine	HCN channel blocker, potassium channel blocker, sodium channel blocker	HCN1, HCN3, HCN4	cardiology	angina pectoris	BRD-K33972682-003-02-9, BRD-K33972682-003-02-9	Launched
ivacaftor	CFTR channel potentiator	CFTR	pulmonary	cystic fibrosis	BRD-K52818472-001-03-9, BRD-K52818472-001-02-2, BRD-K52818472-001-02-2, BRD-K52818472-001-02-2	Launched
ivosidenib	isocitrate dehydrogenase inhibitor	IDH1	hematologic malignancy	acute myeloid leukemia (AML)	BRD-K93073858-001-01-1, BRD-K93073858-001-01-1	Launched
IWP-L6	porcupine inhibitor	PORCN			BRD-K53234107-001-02-9, BRD-K53234107-001-01-6, BRD-K53234107-001-01-6	Preclinical
ixabepilone	microtubule stabilizing agent	TUBB	oncology	breast cancer	BRD-K03601870-001-02-9, BRD-K03601870-001-01-2, BRD-K03601870-001-01-2	Launched
ixazomib	proteasome inhibitor		hematologic malignancy	multiple myeloma	BRD-K78659596-001-11-9, BRD-K78659596-001-11-9, BRD-K78659596-001-11-9, BRD-K78659596-001-03-9, BRD-K78659596-001-03-9, BRD-K78659596-001-03-9, BRD-K78659596-001-03-9	Launched
ixazomib-citrate	proteasome inhibitor		hematologic malignancy	multiple myeloma	BRD-A66419424-001-02-4, BRD-A66419424-001-02-4, BRD-A66419424-001-02-4, BRD-A66419424-001-03-2	Launched
JAK3-inhibitor-V	JAK inhibitor	JAK3			BRD-K95676198-001-06-9, BRD-K95676198-001-05-9	Preclinical
JD-5037	cannabinoid receptor antagonist				BRD-K00003271-001-01-9	Preclinical
JDTic	opioid receptor antagonist	OPRK1			BRD-K95837862-300-03-9, BRD-K95837862-300-01-7	Phase 1
JHW-007	dopamine reuptake inhibitor	SLC6A3			BRD-K32892871-003-01-7, BRD-K32892871-003-02-9	Preclinical
JI-101	kinase inhibitor				BRD-K00003209-001-01-9	Phase 1/Phase 2
JIB04	histone lysine demethylase inhibitor	KDM4E			BRD-K76180386-001-04-9, BRD-K76180386-001-03-2, BRD-K76180386-001-01-6, BRD-K76180386-001-01-6, BRD-K76180386-001-01-6, BRD-K76180386-001-01-6, BRD-K76180386-001-02-4, BRD-K76180386-001-02-4, BRD-K76180386-001-02-4	Preclinical
JK-184	hedgehog pathway inhibitor				BRD-K38860038-001-03-8, BRD-K38860038-001-02-0, BRD-K38860038-001-01-2, BRD-K38860038-001-01-2, BRD-K38860038-001-01-2, BRD-K38860038-001-01-2	Preclinical
JLK-6	gamma secretase inhibitor	PSEN1			BRD-K22010301-001-04-6	Preclinical
JNJ-10191584	histamine receptor antagonist	HRH4			BRD-K15086322-050-02-1, BRD-K15086322-050-01-3, BRD-K15086322-050-03-9, BRD-K15086322-050-03-9	Preclinical
JNJ-10397049	orexin receptor antagonist	HCRTR1, HCRTR2			BRD-K61721596-001-02-8, BRD-K61721596-001-01-0	Preclinical
JNJ-16259685	glutamate receptor antagonist	GRM1			BRD-K25596805-001-02-6, BRD-K25596805-001-01-8, BRD-K25596805-001-03-9	Preclinical
JNJ-1661010	FAAH inhibitor	FAAH			BRD-K47376733-001-09-9, BRD-K47376733-001-08-1, BRD-K47376733-001-08-1, BRD-K47376733-001-10-9	Preclinical
JNJ-17203212	TRPV antagonist	TRPV1			BRD-K51770398-001-02-7, BRD-K51770398-001-01-9, BRD-K51770398-001-01-9, BRD-K51770398-001-03-9	Preclinical
JNJ-26481585	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2			BRD-K83837640-001-04-8, BRD-K83837640-001-04-8, BRD-K83837640-001-04-8, BRD-K83837640-001-05-9, BRD-K83837640-001-05-9	Phase 2
JNJ-26990990	anticonvulsant				BRD-K24864897-001-01-0	Phase 2
JNJ-27141491	CC chemokine receptor antagonist	CCR2			BRD-K41895652-001-02-9, BRD-K41895652-001-01-8	Preclinical
JNJ-37822681	dopamine receptor antagonist	DRD2			BRD-K31802667-001-01-9, BRD-K31802667-001-01-9	Phase 2
JNJ-38877605	tyrosine kinase inhibitor	MET			BRD-K02123250-001-06-7	Phase 1
JNJ-38877618	c-Met inhibitor				BRD-K00003094-001-01-9	Phase 1
JNJ-39758979	histamine receptor antagonist				BRD-K00003403-001-01-9	Phase 2
JNJ-40411813	glutamate receptor positive allosteric modulator	GRM2			BRD-K55029398-001-01-6	Phase 2
JNJ-42041935	hypoxia inducible factor prolyl hydroxylase inhibitor	PDK2			BRD-K01036220-001-01-0, BRD-K01036220-001-01-0	Preclinical
JNJ-42165279	FAAH inhibitor	FAAH			BRD-K70330032-001-01-1, BRD-K70330032-001-01-1	Phase 2
JNJ-47965567	purinergic receptor antagonist	P2RX7			BRD-K83547600-001-01-7, BRD-K83547600-001-02-9	Preclinical
JNJ-54175446	purinergic receptor antagonist				BRD-K00004575-001-01-9	Phase 1
JNJ-63533054	G protein-coupled receptor agonist	GPR139			BRD-K19482962-001-02-9, BRD-K19482962-001-01-8, BRD-K19482962-001-01-8	Preclinical
JNJ-64619178	protein arginine N-methyltransferase inhibitor				BRD-K30421675-001-04-9	Phase 1
JNJ-678	RSV fusion inhibitor				BRD-K00004600-001-01-9	Phase 1
JNJ-7706621	CDK inhibitor	AURKA, AURKB, CDK1, CDK2			BRD-K11636097-001-03-1, BRD-K11636097-001-03-1, BRD-K11636097-001-03-1, BRD-K11636097-001-03-1, BRD-K11636097-001-03-1, BRD-K11636097-001-04-9, BRD-K11636097-001-04-9, BRD-K11636097-001-04-9	Preclinical
JNJ-7777120	histamine receptor antagonist	HRH4			BRD-K17774839-001-03-7, BRD-K17774839-001-02-9, BRD-K17774839-001-07-9, BRD-K17774839-001-07-9	Preclinical
josamycin	bacterial 50S ribosomal subunit inhibitor		pulmonary	bronchitis	BRD-K00003705-001-01-9	Launched
JPH203	solute carrier family member inhibitor				BRD-K00003340-300-01-9	Preclinical
JTC-801	opioid receptor antagonist	OPRL1			BRD-K17705806-003-06-9, BRD-K17705806-003-04-4, BRD-K17705806-003-03-6, BRD-K17705806-003-03-6	Phase 2
JTE-013	lysophospholipid receptor antagonist	P2RY10, S1PR2			BRD-K43330982-001-03-1, BRD-K43330982-001-02-3, BRD-K43330982-001-04-9	Preclinical
JTE-607	cytokine production inhibitor	IL10, IL1B, IL6, TNF			BRD-K81405859-300-01-4, BRD-K81405859-300-01-4, BRD-K81405859-300-01-4, BRD-K81405859-300-02-2, BRD-K81405859-300-03-9	Phase 2
JTE-907	cannabinoid receptor inverse agonist	CNR2			BRD-K63150726-001-03-9, BRD-K63150726-001-02-1, BRD-K63150726-001-04-9	Phase 1
JW-55	tankyrase inhibitor	TNKS, TNKS2			BRD-K53328210-001-04-4, BRD-K53328210-001-04-4, BRD-K53328210-001-01-0, BRD-K53328210-001-01-0, BRD-K53328210-001-01-0, BRD-K53328210-001-01-0, BRD-K53328210-001-01-0	Preclinical
JW-642	monoacylglycerol lipase inhibitor	MGLL			BRD-K48424871-001-04-9, BRD-K48424871-001-03-1	Preclinical
JW-67	WNT pathway inhibitor	APC, AXIN1, GSK3B			BRD-K24554037-001-09-9, BRD-K24554037-001-08-3, BRD-K24554037-001-08-3	Preclinical
JW-74	tankyrase inhibitor, WNT signaling inhibitor	TNKS, TNKS2			BRD-K75664313-001-02-6, BRD-K75664313-001-04-9, BRD-K75664313-001-03-4	Preclinical
JX-401	p38 MAPK inhibitor	MAPK14			BRD-K05464208-001-08-1, BRD-K05464208-001-08-1, BRD-K05464208-001-05-7	Preclinical
JZL-184	monoacylglucerol lipase inhibitor	MGLL			BRD-K45446451-001-06-8, BRD-K45446451-001-05-0	Preclinical
JZL-195	FAAH inhibitor, monoacylglycerol lipase inhibitor	FAAH, MGLL			BRD-K38875233-001-04-9, BRD-K38875233-001-03-9	Preclinical
J147	BDNF inducer				BRD-K00004699-001-01-9	Phase 1
K-MAP					BRD-A45906415-001-01-9	Phase 2
K-Ras(G12C)-inhibitor-12	K-Ras inhibitor	KRAS			BRD-K90756851-001-01-1, BRD-K90756851-001-01-1, BRD-K90756851-001-02-9	Preclinical
K-Ras(G12C)-inhibitor-6	K-Ras inhibitor				BRD-K26305185-001-01-3, BRD-K26305185-001-02-1, BRD-K26305185-001-02-1, BRD-K26305185-001-03-9	Preclinical
K-strophanthidin	ATPase inhibitor	ATP1A1			BRD-K84595254-001-15-4, BRD-K84595254-001-15-4	Phase 2
K-247					BRD-A74648924-001-02-3	Phase 1
K-858	kinesin-like spindle protein inhibitor	KIF11			BRD-A67748489-001-10-0, BRD-A67748489-001-10-0	Preclinical
kaempferol	bone resorption inhibitor, estrogen-related receptor inverse agonist	AKR1B1, ALOX15B, ALOX5, AR, CYP1B1, GLO1, HSD17B1, UGT3A1			BRD-K12807006-001-18-5, BRD-K12807006-001-17-7, BRD-K12807006-001-22-9, BRD-K12807006-001-19-3	Preclinical
KAF-156	antimalarial agent				BRD-K00004578-001-01-9	Preclinical
kainic-acid	kainate receptor agonist	GRIA1, GRIK1, GRIK2, GRIK3, GRIK4, GRIK5			BRD-K52459018-001-09-1, BRD-K52459018-001-10-9	Preclinical
kakonein	GABA receptor antagonist, serotonin receptor antagonist				BRD-A07815743-001-01-1, BRD-A07815743-001-01-1	Phase 2
karenitecin	topoisomerase inhibitor	TOP1			BRD-K00003176-001-01-9	Phase 3
kartogenin	chondrocyte differentiation stimulator	FLNA			BRD-K27584835-001-02-9, BRD-K27584835-001-01-6	Preclinical
kasugamycin	bacterial 30S ribosomal subunit inhibitor				BRD-K91644281-311-02-9	Preclinical
KB-R7943	sodium/calcium exchange inhibitor	SLC8A1, TRPC3, TRPC5, TRPC6			BRD-K17743697-066-04-4, BRD-K17743697-066-05-9, BRD-K17743697-066-03-6	Preclinical
KB-SRC-4	SRC inhibitor	SRC			BRD-K88154110-001-02-9, BRD-K88154110-001-02-9, BRD-K88154110-001-01-0	Preclinical
KBG	neprilysin inhibitor	MME			BRD-A00376169-001-01-6, BRD-A00376169-001-01-6	Phase 2
KD-023	ACAT inhibitor	ACACA, ACACB			BRD-K71164191-001-01-0, BRD-K71164191-001-01-0	Phase 2
KD025	rho associated kinase inhibitor	ROCK2			BRD-K88506063-001-01-8, BRD-K88506063-001-01-8, BRD-K88506063-001-01-8, BRD-K88506063-001-01-8, BRD-K88506063-001-02-9, BRD-K88506063-001-02-9	Phase 2
kenpaullone	CDK inhibitor, glycogen synthase kinase inhibitor	CCNB1, CDK1, CDK5, GSK3B			BRD-K37312348-001-17-6, BRD-K37312348-001-15-0, BRD-K37312348-001-15-0	Preclinical
ketanserin	serotonin receptor antagonist	ADRA1A, ADRA1B, ADRA1D, DRD1, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A, HTR7, SLC18A1, SLC18A2	cardiology	hypertension	BRD-K49671696-046-01-8, BRD-K49671696-045-09-9, BRD-K49671696-045-09-9, BRD-K49671696-045-08-5, BRD-K49671696-001-05-4	Launched
ketoconazole	sterol demethylase inhibitor	KCNA10	dermatology	seborrheic dermatitis	BRD-K29113274-001-26-7, BRD-K29113274-001-28-3, BRD-K29113274-001-27-5, BRD-K29113274-001-27-5, BRD-K29113274-001-27-5, BRD-K29113274-001-27-5, BRD-K29113274-001-30-9	Launched
ketohexokinase-inhibitor-1	kinase inhibitor				BRD-K00003341-001-01-9	Preclinical
ketoprofen	cyclooxygenase inhibitor	PTGS1, PTGS2, SLC5A8	rheumatology	rheumatoid arthritis, osteoarthritis	BRD-A97739905-001-26-5, BRD-A97739905-001-25-7, BRD-A97739905-001-29-9	Launched
